start,end,transcription,source,lang
203.584,203.928,na ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
203.928,204.27200000000002,nʲix ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
204.27200000000002,204.61599999999999,smatrʲetʲ ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
204.618,205.6875,ja ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
205.6875,206.757,xʲitraja ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
206.757,207.8265,to ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
207.8265,208.896,uviʒu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
208.899,209.4106363636364,dʲe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
209.4106363636364,209.92227272727268,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
209.92227272727268,210.43390909090908,baːllar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
210.43390909090908,210.94554545454545,diːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
210.94554545454545,211.45718181818185,maŋnaj ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
211.45718181818185,211.96881818181816,üleliː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
211.96881818181816,212.48045454545448,hɨldʲan ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
212.48045454545448,212.99209090909093,bu͡o ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
212.99209090909093,213.50372727272728,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
213.50372727272728,214.0153636363636,aragiːmsaktara ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
214.0153636363636,214.52700000000002,kimneːbit ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
214.52700000000002,216.197,tübespit ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
218.30900000000003,218.52975, dʲe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
218.52975,218.7505,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
218.7505,218.97125,baːllar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
218.97125,219.192,diː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
219.47400000000002,219.85166666666663, bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
219.85166666666663,220.22933333333333,iher ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
220.22933333333333,220.607,olorollor ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
220.625,221.04514285714282,ihe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
221.04514285714282,221.46528571428573,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
221.46528571428573,221.8854285714285,onton ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
221.8854285714285,222.30557142857143,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
222.30557142857143,222.72571428571428,kepsiːller ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
222.72571428571428,223.14585714285718,gini ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
223.14585714285718,223.56599999999997,kɨjŋanar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
223.57299999999998,223.929625,kɨjŋanan ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
223.929625,224.28625,baran ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
224.28625,224.642875,dʲaktarga ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
224.642875,224.9995,barar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
224.9995,225.356125,ol ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
225.356125,225.71275,baːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
225.71275,226.069375,egel ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
226.069375,226.426,onu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
234.987,236.487, kulaːkɨtɨn ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
236.487,237.987,belemnemmit ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
238.218,238.5196, da ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
238.5196,238.8212,da ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
238.8212,239.1228,da ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
239.1228,239.4244,da ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
239.4244,239.726,da ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
242.31900000000002,242.7387692307692, a ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
242.7387692307692,243.15853846153846,tam ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
243.15853846153846,243.5783076923077,üt͡ʃügej ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
243.5783076923077,243.99807692307687,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
243.99807692307687,244.41784615384609,baːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
244.41784615384609,244.8376153846154,üleliː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
244.8376153846154,245.2573846153846,hɨldʲallar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
245.2573846153846,245.67715384615383,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
245.67715384615383,246.0969230769231,etilere ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
246.0969230769231,246.5166923076923,eni ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
246.5166923076923,246.9364615384616,kœr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
246.9364615384616,247.3562307692308,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
247.3562307692308,247.77599999999998,vmʲestʲe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
253.31400000000002,253.917, bul ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
253.917,254.52,beːbe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
257.65,258.1448571428571, bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
258.1448571428571,258.63971428571426,baːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
258.63971428571426,259.1345714285714,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
259.1345714285714,259.62942857142855,baːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
259.62942857142855,260.1242857142857,munu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
260.1242857142857,260.61914285714283,munu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
260.61914285714283,261.11400000000003,dapraʃɨvajdɨːllar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
261.743,262.569, bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
262.569,263.395,baːllar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
263.395,264.221,dapraʃɨvajdɨːllar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
264.225,265.192, taŋas ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
265.192,266.159,bi͡ereller ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
266.164,267.06525,kaːjɨllɨbɨt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
267.06525,267.9665,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
267.9665,268.86775,hanaːga ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
268.86775,269.769,battappɨt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
269.775,270.2824,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
270.2824,270.7898,emi͡e ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
270.7898,271.2972,hanaːga ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
271.2972,271.8046,battappɨt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
271.8046,272.312,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
272.332,272.914375,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
272.914375,273.49675,bu͡o ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
273.49675,274.079125,uʒe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
274.079125,274.6615,mʲet͡ʃʲtajdɨː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
274.6615,275.243875,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
275.243875,275.82625,navʲernaje ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
275.82625,276.408625,ogoto ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
276.408625,276.991,fstrʲet͡ʃʲajdɨːrɨn ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
282.047,282.4550000000001, iti ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
282.4550000000001,282.863,kœrdük ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
283.705,284.48016666666666, da ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
284.48016666666666,285.25533333333334,uʒe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
285.25533333333334,286.0305,prʲedstavlʲajdɨːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
286.0305,286.80566666666664,dʲi͡etiger ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
286.80566666666664,287.5808333333333,kelerin ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
287.5808333333333,288.356,navʲerna ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
290.08299999999997,290.5683333333333, onton ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
290.5683333333333,291.0536666666667,ol ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
291.0536666666667,291.539,taksɨbɨt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
294.616,295.469, taksɨbɨt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
298.184,299.4885000000001, taksɨbɨt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
299.4885000000001,300.793,kelbit ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
300.793,302.0975,ü͡œreü͡œre ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
302.0975,303.402,radastnɨj ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
303.405,304.18666666666667,onton ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
304.18666666666667,304.9683333333333,kepsiː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
304.9683333333333,305.75,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
305.765,306.4765,onton ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
306.4765,307.188, ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
307.188,307.8995,ispet ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
307.8995,308.611,bu͡olbut ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
11.868,13.845999999999998, aː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
19.074,19.670571428571428, a ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
19.670571428571428,20.26714285714285,ʃto ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
20.26714285714285,20.86371428571429,pa ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
20.86371428571429,21.46028571428572,ot͡ʃʲerʲedʲi ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
21.46028571428572,22.056857142857147,kak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
22.056857142857147,22.65342857142857,eta ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
22.65342857142857,23.25,nat͡ʃʲinalasʲ ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
28.78,29.39266666666667, bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
29.39266666666667,30.00533333333333,navʲernaje ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
30.00533333333333,30.618000000000002, ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
33.008,33.67342857142857, eta ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
33.67342857142857,34.338857142857144,v ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
34.338857142857144,35.004285714285714,tʲurmu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
35.004285714285714,35.669714285714285,on ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
35.669714285714285,36.335142857142856,papal ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
36.335142857142856,37.000571428571426, ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
37.000571428571426,37.666,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
37.684,38.483000000000004, a ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
38.483000000000004,39.282,onno ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
39.282,40.080999999999996, ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
40.080999999999996,40.453, aː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
40.453,41.196999999999996,padalganskʲi ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
41.196999999999996,41.568999999999996,ʒe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
41.568999999999996,41.941,naːda ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
45.6,46.49875, aragiːta ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
46.49875,47.3975,tak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
47.3975,48.29625,eta ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
48.29625,49.195,sʲuda ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
49.199,49.618, tak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
49.618,50.037,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
50.037,50.456,itte ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
50.456,50.875,baːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
50.875,51.294,ebit ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
51.294,51.713,nat͡ʃʲala ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
54.114,54.86633333333333, aragiːlɨː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
54.86633333333333,55.61866666666667,olorollor ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
55.61866666666667,56.371,iti ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
56.388999999999996,56.9082,aː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
56.9082,57.4274,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
57.4274,57.9466,üleliː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
57.9466,58.4658,hɨldʲɨbɨt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
58.4658,58.985,ʒe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
58.996,59.4775,üle ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
59.4775,59.958999999999996,kart͡ʃɨ ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
59.958999999999996,60.4405,oŋosto ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
60.4405,60.922,hɨldʲɨbɨt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
62.931999999999995,63.5172, tak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
63.5172,64.1024,eta ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
64.1024,64.6876,ogobut ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
64.6876,65.2728,küt͡ʃt͡ʃügüj ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
65.2728,65.858,manna ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
66.45100000000001,67.37, aha ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
67.381,68.376,küt͡ʃt͡ʃügüj ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
68.376,69.37100000000001,türmege ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
69.37100000000001,70.366,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
72.632,73.17620000000002, kojut ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
73.17620000000002,73.7204,kelen ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
73.7204,74.2646,barar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
74.2646,74.8088,eta ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
74.8088,75.35300000000002,ʒe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
75.35300000000002,75.8972,kanʲec ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
75.8972,76.4414,eta ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
76.4414,76.9856,aː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
76.9856,77.5298,kennite ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
77.5298,78.074,iti ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
78.081,78.43133333333334, a ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
78.43133333333334,78.78166666666667,eta ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
78.78166666666667,79.132,ʃto ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
79.732,80.967, tak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
85.62899999999998,86.39725, kelen ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
86.39725,87.16550000000002,baran ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
87.16550000000002,87.93375,kepsiː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
87.93375,88.70200000000001,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
92.134,92.74166666666666, kajdi͡etij ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
92.74166666666666,93.34933333333332,ke ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
93.34933333333332,93.95700000000001,bajdʲɨŋɨbɨt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
93.96,94.54771428571428,a ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
94.54771428571428,95.13542857142856,kanna ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
95.13542857142856,95.72314285714285,baːrɨj ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
95.72314285714285,96.31085714285715,bajdʲɨŋ ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
96.31085714285715,96.89857142857143,kœrsœllœr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
96.89857142857143,97.48628571428571,haŋa ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
97.48628571428571,98.074,kiːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
100.294,101.353, naːda ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
101.801,102.88799999999999, üleliː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
102.88799999999999,103.975,barar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
103.975,105.06200000000001,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
105.5,106.0162, hu͡ok ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
106.0162,106.5324,hu͡ok ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
106.5324,107.0486,aː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
107.0486,107.5648,beːbe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
107.5648,108.081,kœrü͡œkpüt ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
109.37100000000001,109.95433333333332,tʲortʲü ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
109.95433333333332,110.53766666666668,t͡ʃʲort ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
110.53766666666668,111.12100000000001,jevo ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
111.12100000000001,111.70433333333332,znajet ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
111.70433333333332,112.28766666666668,xatʲela ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
112.28766666666668,112.87100000000001,skazatʲ ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
112.883,113.6262,tak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
113.6262,114.3694,rebʲonok ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
114.3694,115.1126,ogobut ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
115.1126,115.8558,küt͡ʃt͡ʃügüj ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
115.8558,116.59899999999999,itinne ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
116.604,117.44525,tak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
117.44525,118.2865,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
118.2865,119.12775,kaːjɨːga ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
119.12775,119.969,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
128.30100000000002,129.2385, bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
129.2385,130.17600000000002,künüːleːn ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
130.17600000000002,131.1135,dʲak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
131.1135,132.05100000000002,padaʒdʲi ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
132.32299999999998,133.16366666666667, dʲaktarɨn ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
133.16366666666667,134.00433333333334,kɨrbɨːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
134.00433333333334,134.845,ete ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
141.2,141.65279999999996, e ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
141.65279999999996,142.10559999999995,onton ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
142.10559999999995,142.5584,kɨrbɨːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
142.5584,143.0112,i͡e ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
143.0112,143.464,diː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
146.626,147.045, aha ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
149.49,150.379, aha ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
150.39700000000005,152.11399999999998,da ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
152.11399999999998,153.83100000000005,sʲuda ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
154.923,156.048, tak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
157.595,158.257, mʲilʲisʲijeler ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
158.257,158.91899999999995,kelen ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
158.91899999999995,159.58100000000005,ilpitter ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
159.85299999999995,160.41916666666668, mʲilʲisʲijeler ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
160.41916666666668,160.98533333333333,kelen ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
160.98533333333333,161.5515,ilpitter ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
161.5515,162.11766666666668,onton ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
162.11766666666668,162.68383333333333,muntugun ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
162.68383333333333,163.25,oksubutugar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
163.265,163.63174999999995,kɨrbaːbat ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
163.63174999999995,163.99849999999995,du͡o ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
163.99849999999995,164.36525,itinne ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
164.36525,164.732,kajdi͡ek ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
164.732,165.09875,da ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
165.09875,165.46550000000005,hu͡ok ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
165.46550000000005,165.83225000000004,du͡o ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
165.83225000000004,166.199,bolʲʃe ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
169.77200000000005,170.86, aha ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
172.93900000000005,173.696, heː ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
174.967,175.5596666666667, tak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
175.5596666666667,176.15233333333333,bu ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
176.15233333333333,176.745,ke ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
176.745,177.33766666666668,ogoto ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
177.33766666666668,177.93033333333332,küt͡ʃt͡ʃügüj ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
177.93033333333332,178.523,erdegine ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
178.827,179.3835, üt͡ʃügej ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
179.3835,179.94,bagajdɨk ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
179.94,180.4965,oloror ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
180.4965,181.053,etiler ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
181.053,181.6095,eni ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
181.6095,182.166,hmm ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
182.93,183.4115,üleliːr ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
183.4115,183.893,hɨldʲallar ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
183.893,184.3745,tak ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
184.3745,184.856,da ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
186.983,187.31400000000002, e ,ChGS_UoPP_20170724_SocCogOrder_conv.wav,dlg
